24 	 7 	 9.508e-01 
24 	 8 	 1.197e+00 
24 	 9 	 1.087e+00 
24 	 10 	 2.395e+00 
25 	 1 	 1.346e-02 
25 	 2 	 1.697e-01 
25 	 3 	 8.874e-02 
25 	 4 	 6.458e-01 
25 	 5 	 2.989e-01 
25 	 6 	 2.102e+00 
25 	 7 	 7.825e-01 
25 	 8 	 2.007e+00 
25 	 9 	 1.961e+00 
25 	 10 	 2.324e+00 
26 	 1 	 6.040e-02 
26 	 2 	 4.127e-02 
26 	 3 	 3.168e-01 
26 	 4 	 2.999e-01 
26 	 5 	 2.019e+00 
26 	 6 	 2.156e+00 
26 	 7 	 3.594e+00 
26 	 8 	 2.048e+00 
26 	 9 	 4.590e+00 
26 	 10 	 8.396e+00 
27 	 1 	 2.343e-02 
27 	 2 	 5.938e-01 
27 	 3 	 2.664e+00 
27 	 4 	 1.928e+00 
27 	 5 	 1.153e+00 
27 	 6 	 1.167e+00 
27 	 7 	 2.903e+00 
27 	 8 	 1.061e+01 
27 	 9 	 5.167e+00 
27 	 10 	 1.570e+01 
28 	 1 	 7.460e-02 
28 	 2 	 8.664e-01 
28 	 3 	 1.445e+00 
28 	 4 	 4.361e+00 
28 	 5 	 1.179e+00 
28 	 6 	 3.647e+00 
28 	 7 	 8.232e+00 
28 	 8 	 5.768e+00 
28 	 9 	 2.082e+01 
28 	 10 	 1.947e+01 
29 	 1 	 5.511e-02 
29 	 2 	 4.315e+00 
29 	 3 	 1.277e+00 
29 	 4 	 1.883e+00 
29 	 5 	 5.466e+00 
29 	 6 	 1.822e+01 
29 	 7 	 1.344e+01 
29 	 8 	 1.305e+01 
29 	 9 	 2.671e+01 
0 	 0 	 0 
30 	 1 	 1.211e-01 
30 	 2 	 4.759e+00 
30 	 3 	 3.162e+00 
30 	 4 	 1.259e+01 
30 	 5 	 1.367e+01 
30 	 6 	 1.111e+01 
0 	 0 	 0 
30 	 8 	 2.615e+01 
0 	 0 	 0 
0 	 0 	 0 
31 	 1 	 2.452e-01 
31 	 2 	 1.866e+00 
31 	 3 	 1.948e+00 
31 	 4 	 2.119e+01 
31 	 5 	 1.016e+01 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
32 	 1 	 8.904e-01 
32 	 2 	 3.118e+00 
0 	 0 	 0 
0 	 0 	 0 
32 	 5 	 2.576e+01 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
33 	 1 	 8.021e-01 
33 	 2 	 5.330e+00 
33 	 3 	 1.506e+01 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
34 	 1 	 6.564e-01 
34 	 2 	 8.220e+00 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
35 	 1 	 3.015e+00 
35 	 2 	 2.034e+01 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
36 	 1 	 1.725e+00 
36 	 2 	 1.285e+01 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
37 	 1 	 3.359e+00 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
38 	 1 	 1.433e+01 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
39 	 1 	 5.224e+00 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0
0 	 0 	 0 
0 	 0 	 0 
40 	 1 	 2.674e+01 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
41 	 1 	 7.462e+00 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
42 	 1 	 1.813e+01 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
0 	 0 	 0 
